id,name,level,target,equipment,directions,type,image_path
135,Standing Abdominal Twist,Medium,Abs,"['Exercise ball', 'Exercise without equipment', 'Kettlebell', 'Dumbbell']","['Stand with your feet hip-width apart. Hold the additional weight in both hands directly in front of your body, around the level of your upper abs. Keep your arms slightly bent.', 'Turn to one side. The opposite leg rotates a bit, and you slightly bend the knee.', 'Before turning to the other side, pause in the middle for a brief moment. This ensures that you perform the exercise without swinging and maintain proper form.', 'Perform the twisting motion in a controlled manner, without swinging. The faster your movement, the more it becomes a cardio-focused exercise.']",Free weights,standing_abdominal_twist.jpg
136,Standing Barbell Calf Raise,Medium,Calves,['Barbell'],"['Adjust the rack height before stepping into the power rack to lift the barbell. The bar should be about at the height of your armpits, making it easy to lift the weight out of the rack.', 'Step into the rack so that the barbell rests on your neck and touches it. To do so, bend your knees slightly. Your foot position should be shoulder-width apart.', 'Place your hands on the barbell from behind, wider than shoulder-width apart.', 'Lift your body so that the bar presses against the lower part of your neck. The bar should not press your head forward.', 'In this position, your buttocks are slightly stretched backward, your lower back forms a very slight arch, and your upper back is straight.', 'Lift the barbell out of the rack by straightening your body. Take a few steps away from the rack with the barbell on your neck.', 'Stand with your feet shoulder-width apart. The weight is now resting on your neck. Your lower back still forms a slight arch, and your upper back is straight. Do not hunch.', 'Choose your body position so that the barbell’s weight is evenly distributed over your feet. You are now in the starting position.', 'Raise your body by extending your ankle and lifting your heels off the ground. Raise your heels as far as possible without discomfort and without risking losing your balance. At the end of the movement, hold for a brief moment, and then lower your body slowly and in a controlled manner back to the starting position.']",Free weights,standing_barbell_calf_raise.jpg
137,Standing Calf Raise,Easy,Calves,['Machine'],"['Stand firmly on the machine’s footrest(s) with both feet. Slightly bend your knees to position your shoulders under the designated pads.', 'Keep your back straight and create a slight hollow in your lower back.', 'Straighten your knees, lifting the weight up to the shoulder pads. Keep your back straight throughout the exercise.', 'Flex your ankles, lowering the weight to reach the starting position.', 'Extend your ankles to lift the weight. Hold the extended position briefly before slowly and steadily lowering the weight by flexing your ankles, without using any momentum.']",Machine,standing_calf_raise.jpg
138,Step Ups,Easy,Thigh,['Exercise without equipment'],"['Stand hip-width apart in front of the flat bench.', 'Place your training leg on the bench and keep your other foot on the ground.', 'Shift your weight slightly onto your training leg and extend your other leg back. This will cause your upper body to lean forward slightly.', 'In this starting position, your abs should be tight, and your back straight.', 'Begin the upward movement by stepping onto the bench with your training leg. You can either briefly touch the bench with your other foot or keep it extended back. Keep your training leg tense throughout.', 'Reverse the movement with the same training leg. Your other foot can touch the ground, slightly relieving the load on your training leg, but don’t lose muscle tension.', 'Once you’ve finished with one leg, switch to the other and repeat.']",Body weight,step_ups.jpg
139,"Step-Ups Sideways, with Dumbbells",Medium,Thigh,"['Bench', 'Dumbbell']","['Stand hip-width apart from the flat bench (or your chosen surface), with your feet parallel and dumbbells in your hands by your hips.', 'Place your training leg on the bench, ensuring your foot is centered to prevent slipping when you transfer your weight.', 'In the starting position, engage your core and keep your back straight. Your training leg should be bent, and your second leg extended.', 'Push your body up onto the bench using only your training leg. Keep your second leg extended and avoid using it for assistance.', 'At the top of the movement, bring your second leg next to the training leg, either placing it on the bench or hovering it briefly. Maintain tension in the training leg throughout the rep.', 'Reverse the movement to return to the starting position, touching the floor with your second leg without fully relieving the training leg.', 'Once you’ve completed the reps for one leg, switch sides and repeat with the other leg, ensuring equal repetitions.']",Free weights,"step-ups_sideways,_with_dumbbells.jpg"
140,Straight Arm Pulldown,Medium,Upper,['Cable pull station'],"['Attach the handle to the top of the cable machine.', 'Stand in front of the tower and grab the handle about shoulder-width apart with both hands in an overhand grip.', 'Take a small step back and, if needed, pull the handle down slightly so your arms are straight in front of your body. Keep your elbows slightly angled but not bent.', 'Lean your upper body forward a bit and gently arch your back. This is the starting position.', 'With your arms extended, pull the handle down towards your hips, moving it vertically and horizontally. Keep your arms straight throughout the movement.', 'Hold this position briefly before returning to the starting position in a controlled motion.']",Cable pull,straight_arm_pulldown.jpg
141,Sumo Deadlift,Hard,Lower,['Barbell'],"['With the barbell on the floor, stand in front of it with your feet slightly wider than shoulder-width apart. Stand close enough so your shins don’t touch the barbell, but your feet should be under it, around mid-foot height.', 'Bend your knees and hips, gripping the barbell firmly with both hands using an overhand grip about shoulder-width apart. Your arms should be inside your legs. Ensure your shoulders are directly above the bar and your hips are between your head and knees.', 'Maintain a minimal arch in your lower back, keeping the rest of your back straight. Align your head with your spine and hips. Tighten your core. You’re now in the starting position.', 'With straight arms, lift the weight off the floor by simultaneously straightening your legs and standing upright. Try to lift the barbell in a vertical line upward. From the side, the weight should move straight up without curving. Keeping the bar close to your shin (without touching it) works best for this.', 'Finish the movement by pushing your hips slightly forward, standing upright, and holding the bar in front of your hips. Don’t overarch your back. Hold this position momentarily.', 'Lower the bar back down by bending your legs and hips, returning to the starting position. You can put the weight down on the floor, but for more repetitions, maintain body tension and don’t relax it.']",Free weights,sumo_deadlift.jpg
142,T-Bar Row,Medium,Back,['Barbell'],"['Stand with your feet on either side of the barbell, which should already be positioned. The barbell should be between your legs, and you should be facing the weight plates.', 'Place the handle behind the weight plates by threading it through the center of the bar.', 'Bend your knees slightly and keep your back straight, with a slight arch. Stick your butt out and grip the handle tightly.', 'Tense your abs and pull your shoulder blades back a little. You’re now in the starting position.', 'Without swinging, lift the barbell towards your upper body by pulling on the handle. The movement is complete when the weight plate is just in front of your chest. Hold this position for a few seconds, then lower the weight back to the starting position slowly.']",Free weights,t-bar_row.jpg
143,Triceps Cable Kickbacks,Easy,Triceps,['Cable pull station'],"['Attach the tricep rope or one-hand grip to the cable.', 'Grab the handle and step back far enough to bend your torso forward. Place one foot in front of the other for better stability.', 'Lean your upper body forward at the hips. Hold the rope beside your body in your hand.', 'Lift your upper arm above your shoulder, almost parallel to the floor. Keep the rope beside your body and your arm bent.', 'Extend your arm backward through the elbow. Your shoulder stays still.', 'At the end of the movement, your arm is almost straight (keep the elbow slightly bent). Now bend your arm again in a controlled manner and repeat until your set is complete.']",Cable pull,triceps_cable_kickbacks.jpg
144,Upright Barbell Row,Hard,Neck,['Barbell'],"['Stand with your feet hip-width apart.', 'Grasp the barbell bar, also hip-width apart, using an overhand grip.', 'Keep your back straight, head facing forward, and chest out.', 'Pull the barbell up evenly, close to your body.', 'Lift the barbell under your chin, keeping your elbows higher than your wrists.', 'At the end of the movement, lower the barbell in a controlled manner and start a new repetition without swinging.']",Free weights,upright_barbell_row.jpg
145,Wide Grip Pull-Ups,Medium,Upper,['Pull-up bar'],"['Stand under the pull-up handles or bar and grab it with an overhand grip.', 'Bend your legs slightly and hang from the handles or bar.', 'Engage your shoulder blades.', 'Pull your body upwards using your arms and back muscles until your chin reaches the level of your hands.', 'Lower your body back to the hanging position slowly and in a controlled manner.']",Body weight,wide_grip_pull-ups.jpg
146,Windshield Wipers,Hard,Abs,['Pull-up bar'],"['Stand in the middle under the pull-up bar. Grab the bar with both hands about shoulder width apart. Grip the bar with your thumb (don’t use the monkey grip).', 'Pull your body up a bit at the shoulders so you’re hanging on the pull-up bar.', 'Lift your upper body together with your legs up. Your upper body should be positioned parallel to the ground. Your legs are straight and your toes point diagonally upwards. You are now in the starting position.', 'Now turn your upper body controlled from one direction to the other. You follow this movement with the namesake windshield wiper on a vehicle.']",Body weight,windshield_wipers.jpg
147,Wrist Curls with Dumbbells,Easy,Forearm,['Dumbbell'],"['Grab the dumbbells and sit up straight on a weight bench.', 'Rest your forearm on your thigh and rotate it so you’re holding the dumbbell with an underhand grip (palm facing up). Your wrist and the dumbbell should extend beyond your knee.', 'Grip the dumbbell firmly and lower your wrist. You’re now in the starting position.', 'Bend your wrist and lift the dumbbell upwards. Hold briefly, then lower the weight back down in a controlled manner.']",Free weights,wrist_curls_with_dumbbells.jpg
148,Zercher Squat,Hard,Thigh,['Barbell'],"['Stand in front of the barbell. Place it in your arm creases, pressing your elbows tightly against your body and pulling your forearms towards you. Holding your hands together in the middle of your body adds extra stability (see video).', 'Lift the barbell out of the rack with this arm position. If you’re new to this, try it first without additional weight.', 'Step away from the rack. Stand with your feet shoulder-width apart, slightly turned out. Keep a slight arch in your lower back, and the rest of your back straight. Tighten your core to maintain proper form. You’re now in the starting position.', 'Squat down by pushing your butt back and keeping your upper body straight. Your arm position stays the same, keeping the barbell close and stable. Stop once your arms reach your thighs.', 'Stand back up, pushing the weight up with a slight focus on your heels. Keep your back straight, and the barbell close to your body.']",Free weights,zercher_squat.jpg

